period,accounts,category,amount,month,_row,running_total
2025-12-23 00:00:00,Upi,Food,101.0,2025-12,0.0293653342984546,343942.96
2025-12-23 00:00:00,Upi,Gift,120.0,2025-12,0.03481561187741562,344672.96
2025-12-22 00:00:00,Upi,Food,473.0,2025-12,0.1375631990929786,343841.96
2025-12-22 00:00:00,Upi,Food,26.0,2025-12,0.007617106568242712,341336.96
2025-12-22 00:00:00,Upi,Health,1500.0,2025-12,0.4368478734944474,343368.96
2025-12-21 00:00:00,Upi,Transport,532.0,2025-12,0.1556151807405972,341868.96
2025-12-19 00:00:00,Upi,Food,37.0,2025-12,0.01084106252257578,341294.96
2025-12-19 00:00:00,Upi,Food,16.0,2025-12,0.004687807271117224,341310.96
2025-12-18 00:00:00,Upi,Food,16.0,2025-12,0.004688947529387685,341227.96
2025-12-18 00:00:00,Upi,Food,30.0,2025-12,0.00879100373219133,341257.96
2025-12-17 00:00:00,Upi,Food,19.0,2025-12,0.005568386289859241,341211.96
2025-12-16 00:00:00,Upi,Party,855.0,2025-12,0.2507236088622555,341012.96
2025-12-16 00:00:00,Upi,Food,55.0,2025-12,0.01612581844392537,341067.96
2025-12-16 00:00:00,Upi,Gift,125.0,2025-12,0.03663616037095255,341192.96
2025-12-15 00:00:00,Upi,Beauty,110.0,2025-12,0.03238590240490645,339653.96
2025-12-15 00:00:00,Cash,Transport,504.0,2025-12,0.148166457724523,340157.96
2025-12-14 00:00:00,Upi,Food,80.0,2025-12,0.02356101401420894,339543.96
2025-12-13 00:00:00,Upi,Food,35.0,2025-12,0.01031037285961078,339463.96
2025-12-12 00:00:00,Upi,Food,21.0,2025-12,0.006187080339179279,339416.96
2025-12-12 00:00:00,Upi,Food,12.0,2025-12,0.003535349488152101,339428.96
2025-12-11 00:00:00,Upi,Food,24.0,2025-12,0.007071386471424114,339395.96
2025-12-10 00:00:00,Upi,Food,25.0,2025-12,0.007368089969447772,339300.96
2025-12-10 00:00:00,Upi,Food,11.0,2025-12,0.003241854486944698,339311.96
2025-12-10 00:00:00,Upi,Food,60.0,2025-12,0.01767971637963254,339371.96
2025-12-09 00:00:00,UPI,Food,16.0,2025-12,0.004715925054047448,339275.96
2025-12-09 00:00:00,UPI,Food,10.0,2025-12,0.002947592165017057,339259.96
2025-12-08 00:00:00,Upi,Food,10.0,2025-12,0.002947818078119301,339233.96
2025-12-08 00:00:00,Upi,Food,16.0,2025-12,0.004716286480918081,339249.96
2025-12-07 00:00:00,Upi,Transport,160.0,2025-12,0.04716647963192222,339223.96
2025-12-07 00:00:00,Upi,Food,40.0,2025-12,0.01179718422447493,339063.96
2025-12-07 00:00:00,Upi,Transport,160.0,2025-12,0.04719430449694469,339023.96
2025-12-06 00:00:00,Upi,Food,321.0,2025-12,0.09472827974978514,338863.96
2025-12-06 00:00:00,Upi,Transport,538.0,2025-12,0.1589163159676987,338542.96
2025-12-05 00:00:00,Upi,Food,26.0,2025-12,0.007717309949963336,336904.96
2025-12-04 00:00:00,Upi,Gift,209.0,2025-12,0.06204303376067229,336862.96
2025-12-04 00:00:00,Upi,Food,16.0,2025-12,0.004749480347481481,336878.96
2025-12-04 00:00:00,Upi,Food,10.0,2025-12,0.002970409140590534,336653.96
2025-12-03 00:00:00,Upi,Recharge,588.0,2025-12,0.174676142114608,336622.96
2025-12-03 00:00:00,Upi,Food,21.0,2025-12,0.006238044490683866,336643.96
2025-12-02 00:00:00,Upi,Rent,171.0,2025-12,0.05089513530605655,335984.96
2025-12-02 00:00:00,Upi,Food,50.0,2025-12,0.01487940421437103,336034.96
2025-12-01 00:00:00,Upi,Rent,11400.0,2025-12,3.404296389271856,334870.96
2025-12-01 00:00:00,Upi,Food,8.0,2025-12,0.00247317409884337,323470.96
2025-12-01 00:00:00,Upi,Food,26.0,2025-12,0.008038014615336481,323462.96
2025-12-01 00:00:00,Upi,Food,355.0,2025-12,0.1057132943490497,335813.96
2025-12-01 00:00:00,Upi,Food,1100.0,2025-12,0.3254390113091831,338004.96
2025-12-01 00:00:00,Upi,Recharge,588.0,2025-12,0.1752822461501699,335458.96
2025-11-30 00:00:00,Upi,Food,203.0,2025-11,0.06276338981172713,323436.96
2025-11-29 00:00:00,Upi,Transport,421.0,2025-11,0.1302462154657264,323233.96
2025-11-29 00:00:00,Upi,Food,298.0,2025-11,0.09231351801984654,322812.96
2025-11-28 00:00:00,Upi,Food,10.0,2025-11,0.003102844141408274,322284.96
2025-11-28 00:00:00,Upi,Food,230.0,2025-11,0.07131452134809498,322514.96
2025-11-27 00:00:00,Upi,Food,10.0,2025-11,0.003103046335060241,322263.96
2025-11-27 00:00:00,Upi,Food,11.0,2025-11,0.003413234462894666,322274.96
2025-11-26 00:00:00,Upi,Gift,204.0,November,0.0006330410959108152,305485.96
2025-11-25 00:00:00,Upi,Food,413.0,November,0.001281597904956699,305898.96
2025-11-24 00:00:00,Upi,Food,11.0,November,3.413456889715179e-05,305909.96
2025-11-24 00:00:00,Upi,Food,25.0,November,7.7578565675345e-05,305934.96
2025-11-23 00:00:00,Upi,Transport,510.0,November,0.001582602739777038,306554.96
2025-11-23 00:00:00,Upi,Other,110.0,November,0.000341345688971518,306044.96
2025-11-22 00:00:00,Upi,Food,400.0,November,0.00124125705080552,306954.96
2025-11-21 00:00:00,Upi,Food,23.0,November,7.13722804213174e-05,306977.96
2025-11-19 00:00:00,Upi,Recharge,471.0,November,0.0014615801773235,307448.96
2025-11-19 00:00:00,Upi,Food,29.0,November,8.99911361834002e-05,307477.96
2025-11-18 00:00:00,Upi,Food,400.0,November,0.00124125705080552,308277.96
2025-11-18 00:00:00,Upi,Gift,400.0,November,0.00124125705080552,307877.96
2025-11-18 00:00:00,Upi,Food,72.0,November,0.0002234262691449936,308349.96
2025-11-17 00:00:00,Upi,Food,10.0,November,3.1031426270138e-05,308359.96
2025-11-16 00:00:00,Upi,Transport,194.0,November,0.0006020096696406771,308553.96
2025-11-15 00:00:00,Upi,Food,147.0,November,0.0004561619661710286,308862.96
2025-11-15 00:00:00,Upi,Social Life,162.0,November,0.0005027091055762355,308715.96
2025-11-14 00:00:00,Upi,Transport,503.0,November,0.001560880741387941,309457.96
2025-11-14 00:00:00,Upi,Food,92.0,November,0.0002854891216852696,308954.96
2025-11-13 00:00:00,Upi,Food,11.0,November,3.413456889715179e-05,309468.96
2025-11-12 00:00:00,Upi,Transport,300.0,November,0.0009309427881041399,309768.96
2025-11-12 00:00:00,Upi,Gift,198.0,November,0.0006144222401487324,309966.96
2025-11-11 00:00:00,Upi,Transport,450.0,November,0.00139641418215621,310416.96
2025-11-10 00:00:00,Cash,Food,187.0,November,0.0005802876712515805,310603.96
2025-11-10 00:00:00,Upi,Food,23.0,November,7.13722804213174e-05,310626.96
2025-11-09 00:00:00,Upi,Transport,100.0,November,0.00031031426270138,311111.96
2025-11-09 00:00:00,Upi,Food,385.0,November,0.001194709911400313,311011.96
2025-11-08 00:00:00,Upi,Transport,397.0,November,0.001231947622924478,311893.96
2025-11-08 00:00:00,Upi,Food,152.0,November,0.0004716776793060976,312045.96
2025-11-08 00:00:00,Upi,Transport,385.0,November,0.001194709911400313,311496.96
2025-11-06 00:00:00,Upi,Food,140.0,November,0.000434439967781932,312185.96
2025-11-06 00:00:00,Upi,Food,74.0,November,0.0002296325543990212,312459.96
2025-11-06 00:00:00,Upi,Transport,200.0,November,0.00062062852540276,312385.96
2025-11-05 00:00:00,Upi,Food,27.0,November,8.378485092937259e-05,312486.96
2025-11-04 00:00:00,Upi,Food,31.0,November,9.619742143742779e-05,312517.96
2025-11-03 00:00:00,Upi,Food,21.0,November,6.516599516728979e-05,313638.96
2025-11-03 00:00:00,Upi,Food,1100.0,November,0.00341345688971518,313617.96
2025-11-01 00:00:00,Upi,Rent,6149.0,November,0.01908122401350786,320375.96
2025-11-01 00:00:00,Upi,Recharge,588.0,November,0.001824647864684114,314226.96
2025-11-01 00:00:00,Upi,Transport,1400.0,November,0.004344399677819319,321775.96
2025-11-01 00:00:00,Upi,Transport,478.0,November,0.001483302175712596,322253.96
2025-10-30 00:00:00,Upi,Food,25.0,October,7.7578565675345e-05,289765.96
2025-10-30 00:00:00,Upi,Recharge,230.0,October,0.0007137228042131739,290032.96
2025-10-30 00:00:00,Upi,Food,37.0,October,0.0001148162771995106,289802.96
2025-10-29 00:00:00,Upi,Food,17.0,October,5.27534246592346e-05,290209.96
2025-10-29 00:00:00,Upi,Food,160.0,October,0.000496502820322208,290192.96
2025-10-28 00:00:00,Upi,Food,25.0,October,7.7578565675345e-05,290552.96
2025-10-28 00:00:00,Upi,Food,318.0,October,0.0009867993553903884,290527.96
2025-10-27 00:00:00,Upi,Food,11.0,October,3.413456889715179e-05,290573.96
2025-10-27 00:00:00,Upi,Food,10.0,October,3.1031426270138e-05,290562.96
2025-10-26 00:00:00,Upi,Food,110.0,October,0.000341345688971518,291218.96
2025-10-26 00:00:00,Upi,Food,535.0,October,0.001660181305452383,291108.96
2025-10-25 00:00:00,Upi,Transport,200.0,October,0.00062062852540276,291418.96
2025-10-24 00:00:00,Upi,Food,414.0,October,0.001284701047583713,291832.96
2025-10-23 00:00:00,Upi,Food,19.0,October,5.89597099132622e-05,291851.96
2025-10-22 00:00:00,Upi,Food,21.0,October,6.516599516728979e-05,291872.96
2025-10-21 00:00:00,Cash,Food,21.0,October,6.516599516728979e-05,291893.96
2025-10-21 00:00:00,Upi,Transport,400.0,October,0.00124125705080552,292293.96
2025-10-20 00:00:00,Upi,Other,800.0,October,0.00248251410161104,293093.96
2025-10-18 00:00:00,Upi,Food,319.0,October,0.000989902498017402,293412.96
2025-10-18 00:00:00,Upi,Food,132.0,October,0.0004096148267658216,293544.96
2025-10-17 00:00:00,Upi,Transport,200.0,October,0.00062062852540276,293744.96
2025-10-17 00:00:00,Upi,Gift,399.0,October,0.001238153908178506,294143.96
2025-10-16 00:00:00,Upi,Food,49.0,October,0.0001520539887236762,294192.96
2025-10-15 00:00:00,Upi,Household,338.0,October,0.001048862207930664,294530.96
2025-10-14 00:00:00,Upi,Food,130.0,October,0.000403408541511794,294660.96
2025-10-13 00:00:00,Upi,Food,36.0,October,0.0001117131345724968,294696.96
2025-10-12 00:00:00,Upi,Food,223.0,October,0.0006920008058240773,294919.96
2025-10-11 00:00:00,Upi,Transport,380.0,October,0.001179194198265244,295459.96
2025-10-11 00:00:00,Upi,Food,160.0,October,0.000496502820322208,295079.96
2025-10-10 00:00:00,Upi,Food,11.0,October,3.413456889715179e-05,295470.96
2025-10-10 00:00:00,Upi,Food,10.0,October,3.1031426270138e-05,295480.96
2025-10-09 00:00:00,Upi,Food,110.0,October,0.000341345688971518,295590.96
2025-10-07 00:00:00,Upi,Food,36.0,October,0.0001117131345724968,295626.96
2025-10-06 00:00:00,Upi,Food,140.0,October,0.000434439967781932,295766.96
2025-10-06 00:00:00,Upi,Food,10.0,October,3.1031426270138e-05,295776.96
2025-10-05 00:00:00,Upi,Recharge,859.0,October,0.002665599516604854,296635.96
2025-10-03 00:00:00,Upi,Food,25.0,October,7.7578565675345e-05,296660.96
2025-10-01 00:00:00,Upi,Recharge,340.0,October,0.001055068493184692,305281.96
2025-10-01 00:00:00,Upi,Food,1080.0,October,0.003351394037174904,297740.96
2025-10-01 00:00:00,Upi,Food,247.0,October,0.0007664762288724085,297987.96
2025-10-01 00:00:00,Upi,Recharge,294.0,October,0.0009123239323420571,298281.96
2025-10-01 00:00:00,Upi,Rent,6060.0,October,0.01880504431970362,304341.96
2025-10-01 00:00:00,Upi,Transport,300.0,October,0.0009309427881041399,304641.96
2025-10-01 00:00:00,Upi,Food,300.0,October,0.0009309427881041399,304941.96
2025-09-30 00:00:00,Upi,Household,671.0,September,0.002082208702726259,272335.96
2025-09-30 00:00:00,Upi,Transport,470.0,September,0.001458477034696486,271664.96
2025-09-30 00:00:00,Upi,Food,520.0,September,0.001613634166047176,271194.96
2025-09-29 00:00:00,Upi,Food,811.0,September,0.002516648670508192,273146.96
2025-09-25 00:00:00,Upi,Food,46.0,September,0.0001427445608426348,273192.96
2025-09-24 00:00:00,Upi,Food,41.0,September,0.0001272288477075658,273233.96
2025-09-22 00:00:00,Upi,Food,21.0,September,6.516599516728979e-05,273254.96
2025-09-19 00:00:00,Upi,Recharge,471.0,September,0.0014615801773235,273725.96
2025-09-18 00:00:00,Upi,Food,22.0,September,6.826913779430359e-05,273747.96
2025-09-17 00:00:00,Upi,Household,417.0,September,0.001294010475464755,274164.96
2025-09-15 00:00:00,Upi,Apparel,225.0,September,0.000698207091078105,274822.96
2025-09-15 00:00:00,Upi,Food,433.0,September,0.001343660757496975,274597.96
2025-09-13 00:00:00,Upi,Transport,400.0,September,0.00124125705080552,275222.96
2025-09-11 00:00:00,Upi,Food,60.0,September,0.000186188557620828,275282.96
2025-09-09 00:00:00,Upi,Food,36.0,September,0.0001117131345724968,275318.96
2025-09-08 00:00:00,Upi,Transport,175.0,September,0.0005430499597274149,275493.96
2025-09-08 00:00:00,Upi,Food,25.0,September,7.7578565675345e-05,275518.96
2025-09-07 00:00:00,Upi,Food,80.0,September,0.000248251410161104,275598.96
2025-09-06 00:00:00,Upi,Household,130.0,September,0.000403408541511794,275728.96
2025-09-06 00:00:00,Upi,Gift,1052.0,September,0.003264506043618517,276780.96
2025-09-05 00:00:00,Upi,Food,15.0,September,4.6547139405207e-05,276795.96
2025-09-04 00:00:00,Upi,Transport,300.0,September,0.0009309427881041399,277095.96
2025-09-04 00:00:00,Upi,Food,175.0,September,0.0005430499597274149,277270.96
2025-09-03 00:00:00,Upi,Food,100.0,September,0.00031031426270138,277983.96
2025-09-03 00:00:00,Upi,Food,25.0,September,7.7578565675345e-05,277295.96
2025-09-03 00:00:00,Upi,Recharge,588.0,September,0.001824647864684114,277883.96
2025-09-02 00:00:00,Upi,Food,30.0,September,9.309427881041399e-05,278013.96
2025-09-01 00:00:00,Upi,Transport,95.0,September,0.0002947985495663109,279223.96
2025-09-01 00:00:00,Upi,Food,1080.0,September,0.003351394037174904,279093.96
2025-09-01 00:00:00,Upi,Food,35.0,September,0.000108609991945483,279128.96
2025-09-01 00:00:00,Upi,Rent,10517.0,September,0.03263575100830413,289740.96
2025-08-29 00:00:00,Upi,Transport,2790.0,August,0.0086577679293685,270674.96
2025-08-27 00:00:00,Upi,Gift,427.0,August,0.001325041901734892,267884.96
2025-08-27 00:00:00,Upi,Food,166.0,August,0.0005151216760842908,251533.96
2025-08-23 00:00:00,Upi,Transport,400.0,August,0.00124125705080552,251933.96
2025-08-23 00:00:00,Upi,Transport,4200.0,August,0.01303319903345796,256133.96
2025-08-22 00:00:00,Upi,Transport,2100.0,August,0.00651659951672898,258233.96
2025-08-21 00:00:00,Upi,Apparel,833.0,August,0.002584917808302495,259066.96
2025-08-20 00:00:00,Upi,Food,96.0,August,0.0002979016921933248,259162.96
2025-08-19 00:00:00,Upi,Recharge,471.0,August,0.0014615801773235,259633.96
2025-08-19 00:00:00,Upi,Food,90.0,August,0.000279282836431242,259723.96
2025-08-18 00:00:00,Upi,Food,181.0,August,0.0005616688154894977,259904.96
2025-08-15 00:00:00,Upi,Apparel,704.0,August,0.002184612409417715,260608.96
2025-08-12 00:00:00,Upi,Apparel,356.0,August,0.001104718775216913,260964.96
2025-08-12 00:00:00,Upi,Food,25.0,August,7.7578565675345e-05,260989.96
2025-08-10 00:00:00,Upi,Apparel,499.0,August,0.001548468170879886,261888.96
2025-08-10 00:00:00,Upi,Transport,400.0,August,0.00124125705080552,261389.96
2025-08-10 00:00:00,Upi,Food,750.0,August,0.00232735697026035,262638.96
2025-08-08 00:00:00,Upi,Food,35.0,August,0.000108609991945483,262673.96
2025-08-07 00:00:00,Upi,Transport,314.0,August,0.0009743867848823331,262987.96
2025-08-06 00:00:00,Upi,Food,10.0,August,3.1031426270138e-05,262997.96
2025-08-05 00:00:00,Upi,Gift,211.0,August,0.0006547630942999118,263208.96
2025-08-04 00:00:00,Upi,Food,214.0,August,0.0006640725221809531,263422.96
2025-08-03 00:00:00,Upi,Recharge,588.0,August,0.001824647864684114,264220.96
2025-08-03 00:00:00,Upi,Food,210.0,August,0.0006516599516728979,263632.96
2025-08-02 00:00:00,Upi,Rent,649.0,August,0.002013939564931956,264869.96
2025-08-02 00:00:00,Upi,Transport,501.0,August,0.001554674456133914,265658.96
2025-08-02 00:00:00,Upi,Beauty,288.0,August,0.0008937050765799743,265157.96
2025-08-01 00:00:00,Upi,Food,900.0,August,0.00279282836431242,267457.96
2025-08-01 00:00:00,Upi,Recharge,899.0,August,0.002789725221685406,266557.96
2025-07-31 00:00:00,Upi,Food,1000.0,July,0.0031031426270138,229727.96
2025-07-31 00:00:00,Upi,Food,127.0,July,0.0003940991136307526,229854.96
2025-07-30 00:00:00,Upi,Food,475.0,July,0.001473992747831555,230329.96
2025-07-29 00:00:00,Upi,Food,45.0,July,0.000139641418215621,230374.96
2025-07-28 00:00:00,Upi,Transport,400.0,July,0.00124125705080552,231061.96
2025-07-28 00:00:00,Upi,Food,276.0,July,0.0008564673650558087,230650.96
2025-07-28 00:00:00,Upi,Food,11.0,July,3.413456889715179e-05,230661.96
2025-07-24 00:00:00,Upi,Food,189.0,July,0.0005864939565056081,231250.96
2025-07-24 00:00:00,Upi,Household,824.0,July,0.002556989524659371,232475.96
2025-07-24 00:00:00,Upi,Food,11.0,July,3.413456889715179e-05,231651.96
2025-07-24 00:00:00,Upi,Apparel,390.0,July,0.001210225624535382,231640.96
2025-07-22 00:00:00,Upi,Food,11.0,July,3.413456889715179e-05,232486.96
2025-07-21 00:00:00,Upi,Transport,200.0,July,0.00062062852540276,232871.96
2025-07-21 00:00:00,Upi,Food,30.0,July,9.309427881041399e-05,232901.96
2025-07-21 00:00:00,Upi,Food,185.0,July,0.000574081385997553,232671.96
2025-07-20 00:00:00,Upi,Recharge,471.0,July,0.0014615801773235,234872.96
2025-07-20 00:00:00,Upi,Social Life,1500.0,July,0.0046547139405207,234401.96
2025-07-17 00:00:00,Upi,Food,400.0,July,0.00124125705080552,235417.96
2025-07-17 00:00:00,Upi,Food,145.0,July,0.0004499556809170009,235017.96
2025-07-16 00:00:00,Upi,Transport,400.0,July,0.00124125705080552,235817.96
2025-07-15 00:00:00,Upi,Food,101.0,July,0.0003134174053283938,235918.96
2025-07-10 00:00:00,Upi,Food,31.0,July,9.619742143742779e-05,235949.96
2025-07-09 00:00:00,Upi,Social Life,398.0,July,0.001235050765551492,236347.96
2025-07-09 00:00:00,Upi,Health,300.0,July,0.0009309427881041399,236647.96
2025-07-08 00:00:00,Upi,Recharge,548.0,July,0.001700522159603562,237195.96
2025-07-08 00:00:00,Upi,Food,140.0,July,0.000434439967781932,237335.96
2025-07-07 00:00:00,Upi,Transport,447.0,July,0.001387104754275168,237782.96
2025-07-05 00:00:00,Upi,Food,255.0,July,0.0007913013698885189,238037.96
2025-07-05 00:00:00,Upi,Recharge,588.0,July,0.001824647864684114,238625.96
2025-07-04 00:00:00,Upi,Food,99.0,July,0.0003072111200743662,238724.96
2025-07-02 00:00:00,Upi,Household,428.0,July,0.001328145044361906,239152.96
2025-07-02 00:00:00,Upi,Transport,491.0,July,0.001523643029863776,251322.96
2025-07-02 00:00:00,Upi,Rent,11679.0,July,0.03624160274089417,250831.96
2025-07-01 00:00:00,Upi,Food,45.0,July,0.000139641418215621,251367.96
2025-06-30 00:00:00,Upi,Food,22.0,June,6.826913779430359e-05,206152.96
2025-06-25 00:00:00,Upi,Transport,487.0,June,0.00151123045935572,206699.96
2025-06-25 00:00:00,Upi,Food,60.0,June,0.000186188557620828,206759.96
2025-06-25 00:00:00,Upi,Food,60.0,June,0.000186188557620828,206212.96
2025-06-23 00:00:00,Upi,Food,30.0,June,9.309427881041399e-05,206789.96
2025-06-20 00:00:00,Upi,Food,53.0,June,0.0001644665592317314,206842.96
2025-06-19 00:00:00,Upi,Food,80.0,June,0.000248251410161104,206922.96
2025-06-18 00:00:00,Upi,Food,108.0,June,0.0003351394037174904,207030.96
2025-06-17 00:00:00,Upi,Beauty,350.0,June,0.00108609991945483,207624.96
2025-06-17 00:00:00,Upi,Food,144.0,June,0.0004468525382899872,207174.96
2025-06-17 00:00:00,Upi,Food,100.0,June,0.00031031426270138,207274.96
2025-06-16 00:00:00,Upi,Food,105.0,June,0.0003258299758364489,207729.96
2025-06-15 00:00:00,Upi,Transport,400.0,June,0.00124125705080552,209127.96
2025-06-15 00:00:00,Upi,Beauty,852.0,June,0.002643877518215757,208581.96
2025-06-15 00:00:00,Upi,Food,146.0,June,0.0004530588235440148,208727.96
2025-06-12 00:00:00,Upi,Food,60.0,June,0.000186188557620828,209476.96
2025-06-12 00:00:00,Upi,Apparel,199.0,June,0.0006175253827757462,209326.96
2025-06-12 00:00:00,Upi,Food,90.0,June,0.000279282836431242,209416.96
2025-06-11 00:00:00,Upi,Transport,300.0,June,0.0009309427881041399,209776.96
2025-06-10 00:00:00,Upi,Food,45.0,June,0.000139641418215621,209821.96
2025-06-10 00:00:00,Upi,Food,54.0,June,0.0001675697018587452,209875.96
2025-06-09 00:00:00,Upi,Food,87.0,June,0.0002699734085502006,209962.96
2025-06-08 00:00:00,Upi,Recharge,1136.0,June,0.003525170024287677,211098.96
2025-06-07 00:00:00,Upi,Transport,400.0,June,0.00124125705080552,211498.96
2025-06-07 00:00:00,Upi,Other,550.0,June,0.00170672844485759,212048.96
2025-06-06 00:00:00,Upi,Food,144.0,June,0.0004468525382899872,212192.96
2025-06-05 00:00:00,Upi,Education,259.0,June,0.0008037139403965742,212571.96
2025-06-05 00:00:00,Upi,Food,90.0,June,0.000279282836431242,212282.96
2025-06-05 00:00:00,Upi,Food,30.0,June,9.309427881041399e-05,212312.96
2025-06-03 00:00:00,Upi,Food,87.0,June,0.0002699734085502006,212658.96
2025-06-02 00:00:00,Upi,Transport,300.0,June,0.0009309427881041399,213079.96
2025-06-02 00:00:00,Upi,Food,121.0,June,0.0003754802578686698,212779.96
2025-06-02 00:00:00,Upi,Apparel,3999.0,June,0.01240946736542818,217078.96
2025-06-01 00:00:00,Upi,Rent,11649.0,June,0.03614850846208376,322253.96
2025-05-30 00:00:00,Upi,Food,20.0,May,6.2062852540276e-05,322253.96
2025-05-29 00:00:00,Upi,Apparel,-210.0,May,-0.0006516599516728979,206110.96
2025-05-29 00:00:00,Upi,Food,30.0,May,9.309427881041399e-05,206074.96
2025-05-29 00:00:00,Upi,Household,246.0,May,0.0007633730862453947,206320.96
2025-05-28 00:00:00,Upi,Food,115.0,May,0.0003568614021065869,206044.96
2025-05-27 00:00:00,Upi,Food,64.0,May,0.0001986011281288832,205859.96
2025-05-27 00:00:00,Upi,Food,70.0,May,0.000217219983890966,205929.96
2025-05-25 00:00:00,Upi,Beauty,210.0,May,0.0006516599516728979,203312.96
2025-05-25 00:00:00,Upi,Apparel,198.0,May,0.0006144222401487324,203510.96
2025-05-25 00:00:00,Upi,Transport,300.0,May,0.0009309427881041399,203810.96
2025-05-25 00:00:00,Upi,Food,1985.0,May,0.006159738114622393,205795.96
2025-05-24 00:00:00,Upi,Other,424.0,May,0.001315732473853851,203102.96
2025-05-23 00:00:00,Upi,Food,93.0,May,0.0002885922643122834,202678.96
2025-05-22 00:00:00,Upi,Food,11.0,May,3.413456889715179e-05,202585.96
2025-05-21 00:00:00,Upi,Transport,300.0,May,0.0009309427881041399,202574.96
2025-05-21 00:00:00,Upi,Food,120.0,May,0.000372377115241656,202055.96
2025-05-21 00:00:00,Upi,Recharge,219.0,May,0.0006795882353160222,202274.96
2025-05-20 00:00:00,Upi,Food,168.0,May,0.0005213279613383183,201815.96
2025-05-20 00:00:00,Upi,Food,25.0,May,7.7578565675345e-05,201454.96
2025-05-20 00:00:00,Upi,Food,25.0,May,7.7578565675345e-05,201479.96
2025-05-20 00:00:00,Upi,Food,168.0,May,0.0005213279613383183,201647.96
2025-05-20 00:00:00,Upi,Household,120.0,May,0.000372377115241656,201935.96
2025-05-18 00:00:00,Upi,Other,100.0,May,0.00031031426270138,200958.96
2025-05-18 00:00:00,Upi,Food,240.0,May,0.0007447542304833119,200858.96
2025-05-18 00:00:00,Upi,Recharge,471.0,May,0.0014615801773235,201429.96
2025-05-17 00:00:00,Upi,Beauty,279.0,May,0.0008657767929368501,200618.96
2025-05-15 00:00:00,Upi,Food,40.0,May,0.000124125705080552,200339.96
2025-05-14 00:00:00,Upi,Food,438.0,May,0.001359176470632044,200299.96
2025-05-13 00:00:00,Upi,Food,16.0,May,4.965028203222079e-05,199761.96
2025-05-13 00:00:00,Upi,Recharge,100.0,May,0.00031031426270138,199861.96
2025-05-08 00:00:00,Upi,Food,150.0,May,0.00046547139405207,199745.96
2025-05-08 00:00:00,Upi,Food,150.0,May,0.00046547139405207,199136.96
2025-05-08 00:00:00,Upi,Transport,434.0,May,0.001346763900123989,199570.96
2025-05-08 00:00:00,Upi,Apparel,25.0,May,7.7578565675345e-05,199595.96
2025-05-07 00:00:00,Upi,Food,22.0,May,6.826913779430359e-05,198768.96
2025-05-07 00:00:00,Upi,Food,218.0,May,0.0006764850926890084,198986.96
2025-05-06 00:00:00,Upi,Food,60.0,May,0.000186188557620828,198746.96
2025-05-06 00:00:00,Upi,Food,22.0,May,6.826913779430359e-05,198686.96
2025-05-05 00:00:00,Upi,Food,103.0,May,0.0003196236905824214,198664.96
2025-05-03 00:00:00,Upi,Recharge,589.0,May,0.001827751007311128,198561.96
2025-05-02 00:00:00,Upi,Rent,11670.0,May,0.03621367445725104,197972.96
2025-04-30 00:00:00,Upi,Food,1080.0,April,0.003351394037174904,186302.96
2025-04-29 00:00:00,Upi,Food,50.0,April,0.00015515713135069,185222.96
2025-04-27 00:00:00,Upi,Food,72.0,April,0.0002234262691449936,184173.96
2025-04-27 00:00:00,Upi,Other,999.0,April,0.003100039484386786,185172.96
2025-04-26 00:00:00,Upi,Food,150.0,April,0.00046547139405207,184101.96
2025-04-25 00:00:00,Upi,Transport,389.0,April,0.001207122481908368,183951.96
2025-04-24 00:00:00,Upi,Food,16.0,April,4.965028203222079e-05,183562.96
2025-04-23 00:00:00,Upi,Food,40.0,April,0.000124125705080552,183236.96
2025-04-23 00:00:00,Upi,Recharge,220.0,April,0.0006826913779430359,183546.96
2025-04-23 00:00:00,Upi,Household,90.0,April,0.000279282836431242,183326.96
2025-04-22 00:00:00,Upi,Food,357.0,April,0.001107821917843926,183196.96
2025-04-21 00:00:00,Upi,Food,11.0,April,3.413456889715179e-05,182839.96
2025-04-20 00:00:00,Upi,Food,150.0,April,0.00046547139405207,182528.96
2025-04-20 00:00:00,Upi,Transport,300.0,April,0.0009309427881041399,182828.96
2025-04-19 00:00:00,Upi,Apparel,1098.0,April,0.003407250604461152,182378.96
2025-04-18 00:00:00,Upi,Food,265.0,April,0.000822332796158657,181280.96
2025-04-18 00:00:00,Upi,Recharge,470.82,April,0.001461021611650637,180316.96
2025-04-18 00:00:00,Upi,Transport,100.0,April,0.00031031426270138,179846.14
2025-04-18 00:00:00,Upi,Food,50.0,April,0.00015515713135069,179746.14
2025-04-18 00:00:00,Upi,Apparel,699.0,April,0.002169096696282646,181015.96
2025-04-17 00:00:00,Upi,Food,161.0,April,0.0004996059629492217,179696.14
2025-04-16 00:00:00,Upi,Food,72.0,April,0.0002234262691449936,179535.14
2025-04-16 00:00:00,Upi,Food,15.0,April,4.6547139405207e-05,179163.14
